seqnames	start	end	strand	RPKM	gene	tx_name
chr15	74062780	74063785	+	0	ENSG00000260096.1	ENST00000565222.1
chr13	112197350	112201000	+	0	ENSG00000260102.2	ENST00000561786.1
chr15	75249232	75249407	-	0	ENSG00000260104.1	ENST00000565567.1
chr17	42867279	42874369	+	0.0230767259131934	ENSG00000260105.6	ENST00000566825.5
chr15	67985059	67986288	+	0	ENSG00000260109.1	ENST00000568867.1
chr19	9518150	9519341	+	0	ENSG00000260112.1	ENST00000567299.1
chr16	30626976	30627178	+	0	ENSG00000260113.3	ENST00000567049.3
chr16	61918321	61940697	+	0	ENSG00000260115.1	ENST00000562349.1
chr4	52680609	52692999	+	0.000314431487236232	ENSG00000260120.2	ENST00000564513.2
chr12	51809705	51810600	-	0.0434834883743767	ENSG00000260122.1	ENST00000565518.1
chr15	89041274	89077215	+	0.00672081338315446	ENSG00000260123.2	ENST00000668304.1
chr15	86295649	86304981	-	0	ENSG00000260125.2	ENST00000564487.1
chr15	30572969	30600647	+	0	ENSG00000260128.6	ENST00000569682.5
chr13	20181531	20181942	+	0	ENSG00000260131.1	ENST00000569603.1
chr16	29618785	29636328	-	0	ENSG00000260133.1	ENST00000568175.1
chr16	35574834	35575494	+	0	ENSG00000260134.1	ENST00000568105.1
chr16	55426803	55428638	-	0	ENSG00000260135.7	ENST00000664911.1
chr15	77894684	77904674	+	0.000779926045109429	ENSG00000260139.6	ENST00000567704.5
chr16	33043609	33091589	-	0	ENSG00000260141.1	ENST00000561541.1
chr2	193898367	193899394	+	0	ENSG00000260142.1	ENST00000569293.1
chr15	72605183	72612326	+	0.202877498278839	ENSG00000260144.1	ENST00000563214.1
chr16	57052505	57058497	-	0	ENSG00000260145.1	ENST00000562970.1
chr16	55007982	55008306	+	0	ENSG00000260147.1	ENST00000568888.1
chr16	57091213	57092303	-	0.021426877497768	ENSG00000260148.1	ENST00000565829.1
chr10	27343436	27344917	+	0	ENSG00000260151.1	ENST00000568270.1
chr16	35485766	35486225	-	0	ENSG00000260153.1	ENST00000564312.1
chr17	21614487	21641536	+	0.0204528325059102	ENSG00000260157.3	ENST00000618784.1
chr16	32809556	32824645	+	0	ENSG00000260158.1	ENST00000569859.1
chr15	28454660	28457783	-	0	ENSG00000260159.1	ENST00000564639.1
chr19	52058490	52063703	-	0.00149448429549066	ENSG00000260160.1	ENST00000569091.1
chr16	82120638	82121769	-	0.0309762235204041	ENSG00000260161.1	ENST00000566728.1
chr16	88177289	88178646	+	0.0229521093275061	ENSG00000260162.2	ENST00000563521.2
chr2	127025211	127029686	+	0	ENSG00000260163.1	ENST00000564121.1
chr15	57319138	57325038	+	0.0283906429433653	ENSG00000260172.2	ENST00000564843.2
chr16	2644084	2645214	-	0	ENSG00000260176.1	ENST00000565111.1
chr16	87780134	87806476	-	0.0303194288600597	ENSG00000260177.1	ENST00000561567.1
chr16	1257339	1258074	+	0	ENSG00000260182.1	ENST00000566997.1
chr16	80547842	80552514	-	0	ENSG00000260183.1	ENST00000568275.1
chr16	48849919	48850015	-	0	ENSG00000260184.1	ENST00000569247.1
chr16	58421361	58450695	+	0.0334693158582828	ENSG00000260186.5	ENST00000567448.1
chr16	64736794	64737283	+	0	ENSG00000260187.2	ENST00000564851.2
chr6	110477907	110479436	+	0	ENSG00000260188.1	ENST00000569685.1
chr9	136107808	136109081	-	0.107036279075389	ENSG00000260193.1	ENST00000566567.1
chr11	17380649	17383531	+	0.183792020789041	ENSG00000260196.1	ENST00000568280.1
chrY	19691941	19694606	-	0	ENSG00000260197.1	ENST00000566193.1
chr16	56300616	56302904	+	0	ENSG00000260198.1	ENST00000564074.1
chr16	20580999	20586640	+	0	ENSG00000260201.2	ENST00000565300.2
chr20	23516884	23519031	-	0	ENSG00000260202.2	ENST00000564051.2
chr10	22218074	22221168	+	0	ENSG00000260205.1	ENST00000564681.1
chr16	34142456	34142849	+	0	ENSG00000260207.1	ENST00000566374.1
chr11	125873449	125874528	-	0.0541127855325577	ENSG00000260209.1	ENST00000569238.1
chr15	32313126	32315654	-	0	ENSG00000260211.2	ENST00000568218.2
chr6	127659424	127660338	+	0.178838320710879	ENSG00000260212.1	ENST00000568952.1
chr3	175938929	175941037	-	0	ENSG00000260217.1	ENST00000562617.1
chr16	31963803	31964079	+	0	ENSG00000260218.1	ENST00000568304.1
chr9	136249973	136304094	-	0.0187168128518806	ENSG00000260220.7	ENST00000638797.2
chr16	76135588	76147791	-	0.000638498944336964	ENSG00000260223.2	ENST00000658559.1
chr9	109130293	109167249	-	0.00126507689206726	ENSG00000260230.5	ENST00000561981.5
chr7	140177184	140179640	+	0.115757753666717	ENSG00000260231.2	ENST00000566699.2
chr15	23912417	23931921	+	0	ENSG00000260232.3	ENST00000663429.1
chr16	80040662	80045745	+	0	ENSG00000260237.1	ENST00000565531.1
chr6	4491807	4495769	+	0.00196624807385524	ENSG00000260239.2	ENST00000563079.1
chr16	59754461	59755026	-	0.268460603843502	ENSG00000260240.4	ENST00000564761.3
chr16	18002806	18173063	-	9.1534507825633e-05	ENSG00000260242.1	ENST00000563866.1
chr4	155734448	155737062	+	0	ENSG00000260244.1	ENST00000569449.1
chr1	109693117	109693742	-	0	ENSG00000260246.1	ENST00000562538.1
chr16	50666211	50671578	+	0.0290321949205973	ENSG00000260249.3	ENST00000570167.1
chr16	46573763	46575094	+	0	ENSG00000260251.1	ENST00000568014.1
chr11	115638563	115646962	+	0	ENSG00000260254.1	ENST00000564619.1
chr21	44347767	44348295	-	0	ENSG00000260256.1	ENST00000568332.1
chr16	52942139	52943005	+	0	ENSG00000260258.2	ENST00000569208.2
chr4	836512	837224	-	0.0109288094203202	ENSG00000260262.1	ENST00000568585.1
chr16	24237982	24247545	+	0	ENSG00000260264.1	ENST00000567624.1
chr4	75081702	75084717	-	0.235110723348354	ENSG00000260265.1	ENST00000561705.1
chr16	52083065	52085109	-	0	ENSG00000260268.6	ENST00000561513.5
chr6	90296925	90354457	+	0.00189615308837774	ENSG00000260271.3	ENST00000663503.1
chr15	89037977	89038286	-	0	ENSG00000260275.1	ENST00000564874.1
chr16	1286351	1288837	-	0.0109661616037029	ENSG00000260284.1	ENST00000561760.1
chr17	36323884	36334759	+	0	ENSG00000260287.4	ENST00000569055.2
chr16	7887714	8112723	-	3.46306436011213e-05	ENSG00000260289.2	ENST00000567103.2
chr16	35384144	35385086	-	0	ENSG00000260291.1	ENST00000567870.1
chr4	40166675	40167831	+	0.340110783399101	ENSG00000260296.1	ENST00000567102.1
chr18	12739490	12776140	-	0.00403952364784257	ENSG00000260302.3	ENST00000589930.3
chr4	146052604	146056762	-	0.0018735852648926	ENSG00000260303.1	ENST00000570186.1
chr15	88252730	88271066	+	0	ENSG00000260305.1	ENST00000569588.1
chr16	32439069	32441159	-	0	ENSG00000260307.2	ENST00000565427.2
chr16	33771035	33771248	+	0	ENSG00000260308.1	ENST00000563187.1
chr16	32663925	32666533	+	0	ENSG00000260311.1	ENST00000570183.1
chr16	33857935	33858864	-	0	ENSG00000260312.1	ENST00000563019.1
chr10	17809348	17911164	+	0.0044388460155762	ENSG00000260314.3	ENST00000569591.3
chr8	80541300	80543104	+	0.621652476899233	ENSG00000260317.1	ENST00000569134.1
chr1	80114943	80116918	+	0	ENSG00000260322.1	ENST00000567886.1
chr16	32379071	32380049	-	0	ENSG00000260327.2	ENST00000565577.2
chr12	106954029	106955497	-	0.0450878485308718	ENSG00000260329.1	ENST00000570282.1
chr2	18547386	18548204	-	0.00475716795890617	ENSG00000260331.1	ENST00000565944.1
chr16	62808222	62808706	-	0	ENSG00000260332.1	ENST00000569391.1
chr15	92592574	92596388	-	0	ENSG00000260337.4	ENST00000620192.1
chr16	5596856	5616226	-	0	ENSG00000260338.2	ENST00000662976.1
chr16	84928353	84939603	+	0.000692582091964119	ENSG00000260340.1	ENST00000569104.1
chr16	35492324	35493446	+	0	ENSG00000260341.1	ENST00000562032.1
chr13	112313467	112321758	+	0	ENSG00000260343.1	ENST00000565936.1
chr16	32213380	32213503	-	0	ENSG00000260344.2	ENST00000567176.2
chr16	48496990	48498601	+	0.024169482371862	ENSG00000260347.1	ENST00000564020.1
chr11	69909184	69910994	-	0.0043027283913243	ENSG00000260348.1	ENST00000563932.1
chr15	75299953	75302965	-	0	ENSG00000260357.1	ENST00000567292.1
chr16	9666885	9676843	-	0	ENSG00000260362.1	ENST00000561538.1
chr16	65233056	65432820	+	7.80140777081902e-05	ENSG00000260364.1	ENST00000562656.1
chr8	100913247	100914388	-	2.41545827960391	ENSG00000260368.1	ENST00000564694.1
chr10	14061	14604	-	0	ENSG00000260370.1	ENST00000562162.1
chr15	62255686	62256421	-	0	ENSG00000260375.1	ENST00000566935.1
chr3	182739669	182740848	-	0	ENSG00000260377.1	ENST00000565024.1
chr16	12745873	12757835	+	0	ENSG00000260378.1	ENST00000564016.1
chr16	8508069	8508585	+	0.180864397292572	ENSG00000260379.1	ENST00000567734.1
chr15	30882267	30883231	-	0	ENSG00000260382.1	ENST00000561684.1
chr13	112083549	112085471	+	0	ENSG00000260385.1	ENST00000567967.1
chr16	86636328	86637145	-	0	ENSG00000260387.1	ENST00000566485.1
chr9	27829276	27844481	+	0	ENSG00000260390.1	ENST00000562922.1
chr3	124723788	124726325	+	0	ENSG00000260391.2	ENST00000568966.2
chr16	678518	679737	-	0.0255483315301256	ENSG00000260394.2	ENST00000571933.1
chr8	78605952	78609705	+	0.0269843192639712	ENSG00000260398.1	ENST00000565862.1
chr15	23337985	23341848	-	0	ENSG00000260399.1	ENST00000562736.1
chr10	68698500	68700794	+	0.373484323675692	ENSG00000260400.1	ENST00000562082.1
chr11	73238975	73242335	+	0.0950556042202382	ENSG00000260401.1	ENST00000565433.1
chr16	32262827	32265514	-	0	ENSG00000260402.1	ENST00000566232.1
chr16	1156976	1157974	-	0	ENSG00000260403.1	ENST00000568884.1
chr16	17096202	17096421	-	0	ENSG00000260405.1	ENST00000566172.1
chr15	43302096	43302772	+	0	ENSG00000260406.1	ENST00000564058.1
chr15	20729747	20756183	-	0	ENSG00000260409.1	ENST00000564214.1
chr9	27937617	27944497	-	0	ENSG00000260412.1	ENST00000566293.1
chr16	33154352	33154475	-	0	ENSG00000260414.1	ENST00000568623.1
chr20	63127495	63129459	-	0.00198275855386471	ENSG00000260416.1	ENST00000567259.1
chr6	136335714	136336087	-	0.32294047408735	ENSG00000260418.1	ENST00000564248.1
chr16	33191561	33195354	-	0	ENSG00000260419.1	ENST00000569850.1
chr16	88194281	88195217	+	0.0249484774280309	ENSG00000260420.3	ENST00000569362.2
chr6	164084023	164085661	-	0	ENSG00000260422.1	ENST00000564697.1
chr7	155399922	155401782	+	0	ENSG00000260426.1	ENST00000569431.1
chr16	35347385	35348297	+	0.025604297207081	ENSG00000260427.1	ENST00000561884.1
chr16	19086831	19098332	+	0.269971142844748	ENSG00000260430.2	ENST00000568032.2
chr16	5207088	5207439	+	0.110685243134777	ENSG00000260431.2	ENST00000565115.2
chr18	53579618	53581107	-	0	ENSG00000260433.3	ENST00000667801.1
chr16	87945058	87945202	-	0.134348984770488	ENSG00000260443.1	ENST00000565496.1
chr15	28564986	28565152	-	0	ENSG00000260444.1	ENST00000566048.1
chr7	99869841	99869894	+	0	ENSG00000260445.1	ENST00000561495.1
chr16	47965620	47971693	+	0	ENSG00000260450.2	ENST00000657877.1
chr9	90996963	91001901	+	0	ENSG00000260454.2	ENST00000653201.1
chr6	22133205	22147193	-	0	ENSG00000260455.2	ENST00000566912.2
chr18	71837039	71870788	+	0	ENSG00000260457.2	ENST00000563639.2
chr17	21692523	21704612	+	0	ENSG00000260458.3	ENST00000567955.3
chr1	156509854	156511681	+	0	ENSG00000260460.1	ENST00000564032.1
chr15	73768214	73770489	+	0.00342365602666446	ENSG00000260469.3	ENST00000562031.2
chr16	31697397	31697607	-	0	ENSG00000260472.1	ENST00000563247.1
chr2	10021578	10022825	+	0.0312189147303217	ENSG00000260476.1	ENST00000566840.1
chr15	86085773	86116732	-	0	ENSG00000260477.8	ENST00000670766.1
chr16	52238104	52268142	+	0	ENSG00000260478.2	ENST00000671171.1
chr16	79090050	79101754	+	0.00998578528409437	ENSG00000260479.1	ENST00000563230.1
chr16	35352482	35353022	+	0	ENSG00000260480.1	ENST00000565394.1
chr15	75022980	75023256	+	0	ENSG00000260483.2	ENST00000565251.2
chr8	53388701	53390872	-	0	ENSG00000260484.1	ENST00000566892.1
chr12	53746346	53757227	-	0.00107410050312741	ENSG00000260492.3	ENST00000669269.1
chr16	30537202	30538231	-	0.0226958479126844	ENSG00000260494.1	ENST00000569728.1
chr16	991151	1000926	-	0.00637662939172529	ENSG00000260496.3	ENST00000599946.2
chr16	47760780	47760921	-	0	ENSG00000260497.1	ENST00000568348.1
chr16	84342464	84343407	-	0	ENSG00000260504.1	ENST00000568458.1
chr1	220401122	220404033	+	0	ENSG00000260505.1	ENST00000563417.1
chr16	90105095	90106316	-	0	ENSG00000260507.1	ENST00000562203.1
chr16	79105957	79110882	+	0.0150276676022206	ENSG00000260511.1	ENST00000562685.1
chr16	29624517	29624825	+	0	ENSG00000260514.1	ENST00000567219.1
chr5	10195121	10197628	-	0.28117935448975	ENSG00000260515.1	ENST00000566945.1
chr16	32356981	32363695	-	0	ENSG00000260516.2	ENST00000562853.2
chr16	33688222	33707213	-	0.00451319778241214	ENSG00000260518.2	ENST00000648463.1
chr4	42657496	42657928	+	0.0449898447845745	ENSG00000260519.1	ENST00000562054.1
chr16	35722268	35722529	-	0	ENSG00000260522.1	ENST00000565935.1
chr7	99872168	99872258	+	0	ENSG00000260524.1	ENST00000563326.1
chr16	33875039	33875468	-	0	ENSG00000260525.1	ENST00000566360.1
chr16	90157932	90178344	+	0	ENSG00000260528.5	ENST00000570230.1
chr16	84295498	84296985	-	0	ENSG00000260530.1	ENST00000569200.1
chr16	1111627	1113399	+	0.00659242057249434	ENSG00000260532.1	ENST00000561511.1
chr16	32199902	32202822	+	0	ENSG00000260540.2	ENST00000569698.2
chr20	62513909	62516096	-	0	ENSG00000260542.1	ENST00000569373.1
chr16	18570448	18571068	-	0	ENSG00000260550.2	ENST00000602805.1
chr7	150000752	150005124	+	0	ENSG00000260555.1	ENST00000565102.1
chr17	82293716	82294910	+	0.159757244651769	ENSG00000260563.3	ENST00000566986.1
chr9	79889001	79892007	+	0	ENSG00000260564.1	ENST00000565707.1
chr16	31699676	31700465	-	0.00986359635023836	ENSG00000260568.1	ENST00000563338.1
chr18	74211391	74212569	-	0.00330459758977452	ENSG00000260569.2	ENST00000562795.1
chr16	50505945	50546347	+	0	ENSG00000260573.4	ENST00000646992.1
chr16	32250620	32254422	-	0	ENSG00000260575.1	ENST00000562604.1
chr18	67481791	67484966	-	0	ENSG00000260578.1	ENST00000562669.1
chr16	26721874	26729126	+	0	ENSG00000260580.1	ENST00000562900.1
chr5	151652275	151655449	+	0	ENSG00000260581.1	ENST00000564471.1
chr16	32116700	32116997	+	0	ENSG00000260584.1	ENST00000566120.1
chrX	121871869	121876865	+	0.229229426486528	ENSG00000260585.1	ENST00000569460.1
chr8	41828165	41829934	-	0.0242131786111784	ENSG00000260588.1	ENST00000563810.1
chr16	35193335	35193734	+	0	ENSG00000260590.1	ENST00000566185.1
chr16	80736360	80742305	+	0	ENSG00000260594.1	ENST00000568437.1
chr11	50053410	50054309	-	0	ENSG00000260595.1	ENST00000563891.1
chr4	190173774	190175845	+	0	ENSG00000260596.5	ENST00000565211.1
chr16	35405747	35407349	-	0	ENSG00000260598.1	ENST00000563581.1
chr19	22520995	22527949	-	0	ENSG00000260599.1	ENST00000562262.1
chr16	61691756	61693750	-	0	ENSG00000260600.1	ENST00000562568.1
chr6	3904920	3911979	-	0.0121408855925739	ENSG00000260604.2	ENST00000566733.2
chr16	51035118	51038764	-	0	ENSG00000260605.1	ENST00000568471.1
chr16	32931768	32932569	-	0	ENSG00000260610.1	ENST00000563896.1
chr16	35785569	35786887	-	0	ENSG00000260611.1	ENST00000564385.1
chr16	71726975	71727992	+	0.0535812257532595	ENSG00000260612.1	ENST00000563557.1
chr22	49832449	49838901	-	0	ENSG00000260613.2	ENST00000666898.1
chr13	114346167	114346637	+	0	ENSG00000260615.1	ENST00000568955.1
chr15	52584907	52587652	+	0	ENSG00000260618.1	ENST00000566344.1
chr15	80990804	80993258	-	0.0126961158724046	ENSG00000260619.1	ENST00000563737.1
chr16	51054728	51056399	-	0	ENSG00000260620.1	ENST00000569009.1
chr15	73870949	73873540	-	0	ENSG00000260624.2	ENST00000569137.2
chr16	33533816	33534976	-	0	ENSG00000260626.1	ENST00000567464.1
chr16	31975803	32003728	+	0.00418547650040552	ENSG00000260628.5	ENST00000568208.5
chr11	5244554	5245546	-	0.149096255002093	ENSG00000260629.2	ENST00000564523.2
chr16	88663335	88675484	+	0.172840245345473	ENSG00000260630.7	ENST00000669434.1
chr16	31680847	31682101	+	0.00620895706509029	ENSG00000260631.1	ENST00000567098.1
chr3	134347288	134349233	-	0.514544184735071	ENSG00000260633.1	ENST00000568384.1
chr2	127024252	127025723	-	0	ENSG00000260634.1	ENST00000567613.1
chr8	97241742	97242204	-	0	ENSG00000260640.1	ENST00000569849.1
chr15	32359538	32367784	+	0	ENSG00000260642.1	ENST00000568289.1
chr16	32742353	32775368	+	0	ENSG00000260644.6	ENST00000562687.6
chr6	80466958	80469080	+	0.137639680582106	ENSG00000260645.2	ENST00000569267.1
chr16	32189262	32189481	+	0	ENSG00000260649.1	ENST00000561835.1
chr16	66579983	66580716	-	0.0583887277136045	ENSG00000260650.1	ENST00000568430.1
chr7	57404761	57413541	+	0	ENSG00000260653.6	ENST00000563054.2
chr16	63520857	63618037	-	0.000320731053053099	ENSG00000260658.6	ENST00000655786.1
chr15	75226401	75234834	-	0	ENSG00000260660.4	ENST00000637356.2
chr16	32460266	32460362	-	0	ENSG00000260662.2	ENST00000569776.2
chr3	72321051	72324027	-	0	ENSG00000260670.1	ENST00000570082.1
chr15	72615810	72618250	+	0.191533988939491	ENSG00000260672.1	ENST00000563464.1
chr6	4599287	4602420	-	0	ENSG00000260673.1	ENST00000568110.1
chr15	79743311	79743468	+	0	ENSG00000260674.2	ENST00000561747.2
chr16	17094351	17094927	-	0	ENSG00000260675.1	ENST00000567872.1
chr18	71519962	71578956	-	0	ENSG00000260676.5	ENST00000568095.5
chr11	69921638	69926813	-	0.00150545616628445	ENSG00000260679.1	ENST00000562094.1
chr16	35420291	35421209	+	0.021197609131361	ENSG00000260680.1	ENST00000567900.1
chr16	81961926	81962243	+	0.992408066748039	ENSG00000260682.3	ENST00000363673.1
chrX	127660631	127662530	-	0	ENSG00000260683.1	ENST00000561587.1
chr16	48470953	48471133	-	0	ENSG00000260688.1	ENST00000561492.1
chr16	25454339	25454647	-	0	ENSG00000260690.1	ENST00000565821.1
chr9	67859147	67920552	+	0	ENSG00000260691.6	ENST00000642071.2
chr15	30540093	30545969	+	0	ENSG00000260693.1	ENST00000562992.1
chr16	79077376	79078234	-	0	ENSG00000260694.1	ENST00000567386.1
chr16	65861112	65863784	-	0	ENSG00000260695.1	ENST00000568767.1
chr1	246682108	246685075	+	0.102391308474004	ENSG00000260698.1	ENST00000570141.1
chr16	1101260	1105461	-	0.00185441245042558	ENSG00000260702.3	ENST00000564813.3
chr13	27953526	27955370	+	0.0126703107588428	ENSG00000260704.1	ENST00000567234.1
chr16	80065836	80157655	+	0	ENSG00000260706.5	ENST00000567851.5
chr16	1294551	1299166	-	0.031229735844613	ENSG00000260710.1	ENST00000561649.1
chr16	64155169	64156574	+	0	ENSG00000260715.1	ENST00000565257.1
chr16	29745247	29748299	+	0	ENSG00000260719.1	ENST00000565600.1
chr9	31371611	31381490	-	0	ENSG00000260720.1	ENST00000562065.1
chr16	31801585	31802497	-	0	ENSG00000260722.1	ENST00000568379.1
chr16	35134514	35135075	+	0	ENSG00000260724.1	ENST00000569003.1
chr19	28418483	28429490	-	0	ENSG00000260725.1	ENST00000567877.1
chr16	48718083	48719143	+	0.0403933328386293	ENSG00000260726.2	ENST00000566880.2
chr16	78048483	78049897	-	0.0165206525442155	ENSG00000260731.1	ENST00000562317.1
chr16	78495926	78506568	-	0	ENSG00000260733.1	ENST00000563408.1
chr16	71429980	71442054	-	0	ENSG00000260734.6	ENST00000561754.4
chr16	80553256	80569670	-	0	ENSG00000260737.6	ENST00000663414.1
chr13	99994899	99997909	-	0	ENSG00000260738.1	ENST00000564841.1
chr15	22145939	22148226	-	0	ENSG00000260739.1	ENST00000565129.1
chr16	23194878	23213104	-	0	ENSG00000260741.1	ENST00000563471.1
chr3	179340322	179341887	+	0.592130710655114	ENSG00000260743.1	ENST00000569932.1
chr16	35636687	35645180	-	0	ENSG00000260746.2	ENST00000567585.2
chr16	87595131	87600337	+	0.00299298679342743	ENSG00000260750.7	ENST00000660578.1
chr18	11666456	11670165	-	0	ENSG00000260759.1	ENST00000561598.1
chr5	25319834	25321346	+	0	ENSG00000260761.1	ENST00000562632.1
chr16	20586550	20607107	-	0	ENSG00000260762.1	ENST00000566754.1
chr5	4436850	4440259	-	0	ENSG00000260763.1	ENST00000562127.1
chr16	55728115	55750111	+	0.0010627232509008	ENSG00000260765.2	ENST00000566467.2
chr6	168374697	168375355	+	0	ENSG00000260771.1	ENST00000568306.1
chr15	77915184	77926825	-	0.00468525062848464	ENSG00000260776.6	ENST00000562938.6
chr17	28263634	28266369	-	0.0113921653752753	ENSG00000260777.1	ENST00000564762.1
chr18	10661933	10666887	+	0	ENSG00000260779.1	ENST00000562202.1
chr16	33907419	33937024	-	0.000263198038123634	ENSG00000260781.1	ENST00000562773.1
chr15	30516079	30517867	+	0	ENSG00000260784.1	ENST00000564693.1
chr17	71097774	71202185	-	0.00343296835007147	ENSG00000260785.2	ENST00000659670.1
chr5	42188266	42191523	+	0	ENSG00000260786.1	ENST00000564402.1
chr14	104661120	104665558	-	0.0473959247917514	ENSG00000260792.1	ENST00000564585.1
chr16	86906175	86906472	-	0.0130742300615576	ENSG00000260795.1	ENST00000566109.1
chr16	76878274	76878936	-	0	ENSG00000260797.1	ENST00000568646.1
chr15	42800968	42802405	-	0.460598397022605	ENSG00000260799.1	ENST00000562022.1
chrX	111511662	111522399	+	0	ENSG00000260802.1	ENST00000569275.1
chr16	17514	35195	-	0.0610352558908116	ENSG00000260803.1	ENST00000568710.1
chr1	212557833	212559731	-	0.0164133567492118	ENSG00000260805.2	ENST00000564287.2
chr16	35090501	35104834	+	0.00217447777778382	ENSG00000260809.1	ENST00000563400.1
chr14	91258299	91259003	+	0.0276320606974763	ENSG00000260810.1	ENST00000563574.1
chr11	50032874	50033794	+	0	ENSG00000260811.3	ENST00000568934.1
chr16	35414279	35414747	-	0	ENSG00000260812.1	ENST00000567349.1
chr16	78895361	78899644	+	0.0391067189563022	ENSG00000260816.2	ENST00000568885.2
chr16	5260686	5261043	-	0	ENSG00000260817.2	ENST00000570238.2
chr16	51277852	51279112	+	0	ENSG00000260818.2	ENST00000565839.2
chr16	33203773	33206462	-	0	ENSG00000260827.1	ENST00000563960.1
chr16	57603137	57603697	+	0.0347247821599301	ENSG00000260828.1	ENST00000567416.1
chr16	65190973	65234914	-	0	ENSG00000260834.1	ENST00000567058.1
chr16	6573767	6577359	+	0	ENSG00000260835.1	ENST00000564076.1
chr8	72947150	72950445	+	0	ENSG00000260838.3	ENST00000564832.1
chr2	85064108	85067347	-	0	ENSG00000260840.2	ENST00000567718.1
chr15	28763440	28764151	-	0.0328324766152597	ENSG00000260844.2	ENST00000562515.2
chr16	32735909	32741094	-	0	ENSG00000260845.1	ENST00000561479.1
chr16	35335277	35336889	-	0	ENSG00000260846.2	ENST00000568807.2
chr16	32188333	32193530	+	0	ENSG00000260847.1	ENST00000563407.1
chr16	51356249	51525147	-	0	ENSG00000260850.2	ENST00000646267.1
chr16	34978744	34979844	-	0	ENSG00000260854.1	ENST00000568121.1
chr16	35504370	35506567	-	0	ENSG00000260857.3	ENST00000662587.1
chr16	84255270	84261049	-	0	ENSG00000260858.1	ENST00000563772.1
chr16	84828263	84829242	+	0.0914395641244036	ENSG00000260859.1	ENST00000562393.1
chr20	1551960	1620009	-	0.00274818202498926	ENSG00000260861.6	ENST00000564763.1
chr10	95009674	95009812	+	0	ENSG00000260863.1	ENST00000566088.1
chr16	32726615	32729537	-	0	ENSG00000260864.1	ENST00000569060.1
chr16	32388135	32436203	+	0	ENSG00000260866.2	ENST00000562908.2
chr2	174025280	174027163	+	0.0124080272558731	ENSG00000260868.1	ENST00000563759.1
chr15	57325472	57326447	-	0.00798385360316425	ENSG00000260870.1	ENST00000567319.1
chr5	90388468	90389363	-	0.0478318372118144	ENSG00000260871.1	ENST00000562820.1
chr16	79770430	79809716	+	0.000396682929044636	ENSG00000260876.6	ENST00000654418.1
chr4	46243548	46244215	-	0	ENSG00000260878.1	ENST00000568817.1
chr16	31554105	31554912	+	0	ENSG00000260883.1	ENST00000566443.1
chr16	52271610	52280296	+	0	ENSG00000260887.3	ENST00000668506.1
chr16	46842632	46844618	-	0	ENSG00000260889.1	ENST00000565489.1
chr11	69103493	69109094	+	0.141183947401618	ENSG00000260895.1	ENST00000567925.1
chr15	30150872	30153409	-	0	ENSG00000260897.1	ENST00000563586.1
chr16	33059936	33060098	+	0	ENSG00000260900.1	ENST00000569033.1
chr20	31968151	32003387	+	0.000221138040034291	ENSG00000260903.3	ENST00000562532.3
chr16	22612543	22613483	-	0	ENSG00000260905.1	ENST00000566098.1
chr17	20530042	20530881	-	0	ENSG00000260907.1	ENST00000563569.1
chr16	46649126	46649849	+	0	ENSG00000260909.1	ENST00000566702.1
chr13	113923052	113928991	-	0.0196773765572937	ENSG00000260910.2	ENST00000562710.2
chr16	31043150	31049868	+	0.136268541629837	ENSG00000260911.2	ENST00000570266.2
chr9	19453209	19455173	+	0.900172383454578	ENSG00000260912.1	ENST00000563205.1
chr18	10411608	10414515	-	0	ENSG00000260913.1	ENST00000566225.1
chr4	47431960	47438959	+	0	ENSG00000260918.1	ENST00000562284.1
chr1	40464319	40466767	+	0.217953661287525	ENSG00000260920.2	ENST00000565390.2
chr16	32995537	32996770	+	0	ENSG00000260921.1	ENST00000568904.1
chr16	90187183	90217370	+	0	ENSG00000260923.7	ENST00000568947.2
chr18	55886036	55998219	-	6.94594694135376e-05	ENSG00000260930.2	ENST00000654280.1
chr16	18170356	18170959	+	0	ENSG00000260933.1	ENST00000566263.1
chr15	55056723	55092177	+	0.000439556684060827	ENSG00000260937.6	ENST00000653058.1
chr16	53010395	53011286	-	0.074253418712837	ENSG00000260939.1	ENST00000564816.1
chr1	119597702	119599271	-	0.00992642180469848	ENSG00000260941.1	ENST00000562811.1
chr12	40140926	40142876	-	0	ENSG00000260943.1	ENST00000563933.1
chr16	86565145	86567761	-	0	ENSG00000260944.1	ENST00000563280.1
chr16	17540331	17540985	-	0	ENSG00000260945.1	ENST00000568026.1
chr9	33697459	33700986	+	0	ENSG00000260947.1	ENST00000566968.1
chr7	25358292	25432188	-	0.000316341980730813	ENSG00000260951.2	ENST00000669800.1
chr15	62284190	62285006	+	0	ENSG00000260957.1	ENST00000569913.1
chr16	35207959	35253649	+	0	ENSG00000260958.3	ENST00000569557.2
chr16	57321352	57322117	+	0	ENSG00000260965.1	ENST00000569211.1
chr16	35221583	35222048	-	0	ENSG00000260967.1	ENST00000564013.1
chr16	78234652	78241989	-	0	ENSG00000260969.2	ENST00000664344.1
chr9	119495375	119524125	+	0.000271025046665796	ENSG00000260970.1	ENST00000565320.1
chr1	5492978	5494674	+	0	ENSG00000260972.1	ENST00000564261.1
chr16	22610531	22612196	-	0	ENSG00000260973.1	ENST00000567401.1
chr16	32675037	32678831	+	0	ENSG00000260974.1	ENST00000563937.1
